Date,SPY,QQQ,SCHD,AAPL
4/2/18,257.47,155.51,47.87,41.67
3/29/18,263.15,160.13,49.03,41.95
3/28/18,259.83,157.25,48.42,41.62
3/27/18,260.6,159.08,48.25,42.09
3/26/18,265.11,164.4,48.74,43.19
3/23/18,258.05,158.51,47.58,41.24
3/22/18,263.67,162.8,48.52,42.21
3/21/18,270.43,166.92,49.6,42.82
3/20/18,270.95,167.65,49.78,43.81
3/19/18,270.49,167.1,49.77,43.83
3/16/18,274.2,171.02,50.39,44.51
3/15/18,275,171.53,50.46,44.66
3/14/18,275.3,171.68,50.44,44.61
3/13/18,276.72,171.71,50.91,44.99
3/12/18,278.52,174.08,51.11,45.43
3/9/18,278.87,173.16,51.4,45
3/8/18,274.1,169.86,50.68,44.24
3/7/18,272.78,168.93,50.47,43.76
3/6/18,272.88,168.54,50.58,44.17
3/5/18,272.19,167.83,50.54,44.21
3/2/18,269.08,165.99,50.02,44.05
3/1/18,267.7,164.48,49.87,43.75
2/28/18,271.65,167.21,50.49,44.53
2/27/18,274.43,168.29,51.14,44.6
2/26/18,277.9,170.4,51.67,44.74
2/23/18,274.71,168.17,50.97,43.88
2/22/18,270.4,164.8,50.25,43.13
2/21/18,270.05,164.82,50.05,42.77
2/20/18,271.4,165.29,50.5,42.96
2/16/18,273.11,164.96,51.1,43.11
2/15/18,273.03,165.7,51.04,43.25
2/14/18,269.59,162.68,50.45,41.84
2/13/18,266,159.69,50.16,41.09
2/12/18,265.34,158.87,50.12,40.68
2/9/18,261.5,156.1,49.44,39.1
2/8/18,257.63,153.45,48.78,38.79
2/7/18,267.67,160.21,50.63,39.89
2/6/18,269.13,162.31,50.74,40.76
2/5/18,263.93,158.12,49.9,39.12
2/2/18,275.45,164.61,52.17,40.13
2/1/18,281.58,167.96,53.33,41.95
1/31/18,281.9,169.4,53.5,41.86
1/30/18,281.76,168.7,53.5,41.74
1/29/18,284.68,170.1,54.19,41.99
1/26/18,286.58,170.93,54.58,42.88
1/25/18,283.3,168.35,53.67,42.78
1/24/18,283.18,168.41,53.58,43.56
1/23/18,283.29,169.51,53.71,44.26
1/22/18,282.69,168.12,53.84,44.25
1/19/18,280.41,166.34,53.41,44.62
1/18/18,279.14,165.82,53.24,44.82
1/17/18,279.61,165.79,53.39,44.78
1/16/18,276.97,164.02,52.6,44.05
1/12/18,277.92,164.49,52.69,44.27
1/11/18,276.12,163.29,52.39,43.82
1/10/18,274.12,162.18,52.02,43.57
1/9/18,274.54,162.56,52.17,43.58
1/8/18,273.92,162.55,52.16,43.59
1/5/18,273.42,161.92,52.05,43.75
1/4/18,271.61,160.31,51.73,43.26
1/3/18,270.47,160.03,51.48,43.06
1/2/18,268.77,158.49,51.33,43.07
12/29/17,266.86,155.76,51.17,42.31
12/28/17,267.87,156.73,51.3,42.77
12/27/17,267.32,156.54,51.27,42.65
12/26/17,267.19,156.52,51.2,42.64
12/22/17,267.51,157.37,51.17,43.75
12/21/17,267.58,157.55,51.11,43.75
12/20/17,267.03,157.53,51.2,43.59
12/19/17,267.17,157.7,51.2,43.64
12/18/17,268.2,158.64,51.17,44.11
12/15/17,266.51,157.65,51.16,43.49
12/14/17,265.66,155.88,50.78,43.06
12/13/17,266.75,155.99,50.99,43.07
12/12/17,266.78,155.69,50.83,42.93
12/11/17,266.31,155.9,50.77,43.17
12/8/17,265.51,154.7,50.62,42.34
12/7/17,264.07,154.02,50.44,42.33
12/6/17,263.24,153.5,50.47,42.25
12/5/17,263.19,152.81,50.43,42.41
12/4/17,264.14,152.71,50.65,42.45
12/1/17,264.46,154.49,50.45,42.76
11/30/17,265.01,155.15,50.53,42.96
11/29/17,262.71,153.86,50.06,42.37
11/28/17,262.87,156.59,49.86,43.27
11/27/17,260.23,156.19,49.34,43.52
11/24/17,260.36,156.26,49.29,43.74
11/22/17,259.76,155.69,49.2,43.74
11/21/17,259.99,155.5,49.31,43.29
11/20/17,258.3,153.83,49.03,42.5
11/17/17,257.86,153.95,48.87,42.54
11/16/17,258.62,154.54,49.05,42.78
11/15/17,256.44,152.59,48.56,42.27
11/14/17,257.73,153.31,48.93,42.84
11/13/17,258.33,153.87,48.87,43.49
11/10/17,258.09,153.68,48.68,43.67
11/9/17,258.17,153.69,48.67,43.97
11/8/17,259.11,154.5,48.89,44.06
11/7/17,258.67,153.88,48.74,43.7
11/6/17,258.85,153.79,48.62,43.56
11/3/17,258.45,153.27,48.77,43.13
11/2/17,257.59,151.81,48.71,42.03
11/1/17,257.49,152.1,48.67,41.72
10/31/17,257.15,152.15,48.49,42.26
10/30/17,256.75,151.58,48.47,41.68
10/27/17,257.71,151.24,48.81,40.76
10/26/17,255.62,146.96,48.49,39.35
10/25/17,255.29,147.43,48.33,39.1
10/24/17,256.56,147.99,48.56,39.28
10/23/17,256.11,147.74,48.5,39.04
10/20/17,257.11,148.71,48.46,39.06
10/19/17,255.79,148.31,48.3,39
10/18/17,255.72,148.86,48.19,39.94
10/17/17,255.47,149.04,48.03,40.12
10/16/17,255.29,148.85,48.01,39.97
10/13/17,254.95,148.34,48.01,39.25
10/12/17,254.64,147.77,47.91,39
10/11/17,255.02,148.04,47.85,39.14
10/10/17,254.62,147.6,47.74,38.98
10/9/17,253.95,147.49,47.47,38.96
10/6/17,254.37,147.66,47.4,38.83
10/5/17,254.66,147.46,47.47,38.85
10/4/17,253.16,146.03,47.27,38.37
10/3/17,252.86,145.89,47.15,38.62
10/2/17,252.32,145.58,47,38.45
9/29/17,251.23,145.45,46.8,38.53
9/28/17,250.35,144.41,46.77,38.32
9/27/17,250.05,144.46,46.65,38.56
9/26/17,249.08,143.17,46.66,38.29
9/25/17,248.93,142.8,46.72,37.64
9/22/17,249.44,144.32,46.67,37.97
9/21/17,249.39,144.46,46.58,38.35
9/20/17,250.06,145.35,46.76,39.02
9/19/17,249.97,145.8,46.75,39.68
9/18/17,249.72,145.55,46.7,39.67
9/15/17,249.19,146.06,46.94,39.97
9/14/17,250.09,145.56,46.76,39.57
9/13/17,250.17,146.42,46.62,39.91
9/12/17,250.05,146.22,46.52,40.22
9/11/17,249.21,145.87,46.3,40.38
9/8/17,246.58,144.21,45.91,39.66
9/7/17,246.87,145.47,45.98,40.32
9/6/17,246.9,145.13,45.91,40.48
9/5/17,246.06,144.69,45.71,40.52
9/1/17,247.84,146,45.91,41.01
8/31/17,247.49,146.2,45.84,41
8/30/17,246.01,144.65,45.69,40.84
8/29/17,244.85,142.97,45.6,40.73
8/28/17,244.57,142.41,45.55,40.37
8/25/17,244.56,141.97,45.6,39.97
8/24/17,243.99,142.27,45.47,39.82
8/23/17,244.56,142.69,45.54,40
8/22/17,245.44,143.2,45.7,39.95
8/21/17,242.9,141.05,45.44,39.3
8/18/17,242.71,141.23,45.29,39.38
8/17/17,243.09,141.33,45.45,39.47
8/16/17,246.94,144.28,46.09,40.24
8/15/17,246.51,144.03,45.98,40.4
8/14/17,246.54,143.93,45.98,39.96
8/11/17,244.12,142.1,45.64,39.37
8/10/17,243.76,141.03,45.66,38.83
8/9/17,247.25,144.12,45.97,40.27
8/8/17,247.26,144.31,45.95,40.02
8/7/17,247.87,144.56,46.06,39.7
8/4/17,247.41,143.65,45.98,39.1
8/3/17,246.96,143.39,45.92,38.89
8/2/17,247.44,143.95,45.84,39.29
8/1/17,247.32,143.56,45.88,37.51
7/31/17,246.77,143.23,45.85,37.18
7/28/17,246.91,143.84,45.75,37.38
7/27/17,247.2,143.96,45.97,37.64
7/26/17,247.43,144.87,45.6,38.37
7/25/17,247.42,144.4,45.52,38.19
7/24/17,246.82,144.77,45.28,38.02
7/21/17,246.88,144.11,45.56,37.57
7/20/17,247.1,144.17,45.62,37.59
7/19/17,246.99,143.98,45.62,37.76
7/18/17,245.66,143.14,45.47,37.52
7/17/17,245.53,142.19,45.54,37.39
7/14/17,245.56,142.12,45.56,37.26
7/13/17,244.42,141.01,45.3,36.94
7/12/17,244.01,140.7,45.26,36.44
7/11/17,242.19,139.05,44.96,36.38
7/10/17,242.37,138.66,45,36.27
7/7/17,242.11,137.76,45.1,36.05
7/6/17,240.55,136.29,44.9,35.68
7/5/17,242.77,137.53,45.24,36.02
7/3/17,242.21,136.19,45.21,35.88
6/30/17,241.8,137.64,45.1,36.01
6/29/17,241.35,137.59,44.96,35.92
6/28/17,243.49,140.02,45.43,36.46
6/27/17,241.33,138.03,45.23,35.93
6/26/17,243.29,140.58,45.54,36.46
6/23/17,243.13,141.24,45.58,36.57
6/22/17,242.84,140.7,45.49,36.41
6/21/17,242.95,140.74,45.54,36.47
6/20/17,243.01,139.36,45.72,36.25
6/19/17,244.66,140.46,45.97,36.59
6/16/17,242.64,138.15,46.05,35.57
6/15/17,243.77,139.13,45.97,36.07
6/14/17,244.24,139.75,45.98,36.29
6/13/17,244.55,140.36,45.92,36.65
6/12/17,243.36,139.23,45.78,36.36
6/9/17,243.41,139.98,45.7,37.25
6/8/17,243.78,143.57,45.6,38.75
6/7/17,243.66,143.42,45.63,38.84
6/6/17,243.21,142.86,45.67,38.61
6/5/17,243.99,143.43,45.8,38.48
6/2/17,244.17,143.46,45.78,38.86
6/1/17,243.36,141.84,45.7,38.3
5/31/17,241.44,141.29,45.47,38.19
5/30/17,241.5,141.34,45.34,38.42
5/26/17,241.71,141.22,45.23,38.4
5/25/17,241.76,140.97,45.25,38.47
5/24/17,240.61,139.78,44.95,38.34
5/23/17,240.05,139.14,44.86,38.45
5/22/17,239.52,139,44.89,38.5
5/19/17,238.31,137.84,44.66,38.27
5/18/17,236.77,137.26,44.32,38.14
5/17/17,235.82,136.07,44.27,37.56
5/16/17,240.08,139.62,44.82,38.87
5/15/17,240.3,139.04,44.78,38.93
5/12/17,238.98,138.6,44.54,39.03
5/11/17,239.38,138.29,44.62,38.49
5/10/17,239.87,138.4,44.81,38.32
5/9/17,239.44,138.32,44.78,38.5
5/8/17,239.66,137.84,44.82,38.25
5/5/17,239.7,137.54,44.87,37.24
5/4/17,238.76,137.04,44.71,36.63
5/3/17,238.48,136.99,44.67,36.77
5/2/17,238.77,137.43,44.64,36.88
5/1/17,238.68,137.2,44.62,36.65
4/28/17,238.08,135.99,44.69,35.91
4/27/17,238.6,135.75,44.9,35.95
4/26/17,238.4,134.94,44.87,35.92
4/25/17,238.55,135.13,44.97,36.13
4/24/17,237.17,134.16,44.73,35.91
4/21/17,234.59,132.56,44.34,35.57
4/20/17,235.34,132.59,44.41,35.61
4/19/17,233.44,131.49,44.19,35.17
4/18/17,233.87,131.28,44.37,35.3
4/17/17,234.57,131.48,44.38,35.46
4/13/17,232.51,130.4,44.09,35.26
4/12/17,234.03,130.92,44.36,35.45
4/11/17,235.06,131.45,44.49,35.41
4/10/17,235.34,132.02,44.48,35.79
4/7/17,235.2,131.97,44.48,35.84
4/6/17,235.44,132.04,44.46,35.92
4/5/17,234.78,131.97,44.44,36.01
4/4/17,235.48,132.51,44.56,36.19
4/3/17,235.33,132.3,44.45,35.93
3/31/17,235.74,132.38,44.58,35.92
3/30/17,236.29,132.47,44.62,35.98
3/29/17,235.54,132.25,44.56,36.03
3/28/17,235.32,131.64,44.57,35.95
3/27/17,233.62,130.84,44.34,35.22
3/24/17,233.86,130.63,44.38,35.16
3/23/17,234.03,130.36,44.48,35.23
3/22/17,234.28,130.69,44.54,35.36
3/21/17,233.73,129.81,44.5,34.96
3/20/17,236.77,131.81,44.8434,35.37
3/17/17,237.03,131.69,45.22,35
3/16/17,238.48,132.01,45.19,35.17
3/15/17,238.95,132.1,45.23,35.12
3/14/17,236.9,131.29,44.89,34.75
3/13/17,237.81,131.61,45.03,34.8
3/10/17,237.69,131.39,45.05,34.79
3/9/17,236.86,130.84,44.87,34.67
3/8/17,236.56,130.74,44.85,34.75
3/7/17,237,130.51,44.9,34.88
3/6/17,237.71,130.73,45.04,34.84
3/3/17,238.42,131.02,45.11,34.95
3/2/17,238.27,130.78,45.16,34.74
3/1/17,239.78,131.44,45.31,34.95
2/28/17,236.47,130.02,44.84,34.25
2/27/17,237.11,130.42,45.01,34.23
2/24/17,236.74,130.26,45,34.17
2/23/17,236.44,130.01,44.88,34.13
2/22/17,236.28,130.5,44.69,34.28
2/21/17,236.49,130.45,44.73,34.18
2/17/17,235.09,129.81,44.49,33.93
2/16/17,234.72,129.25,44.43,33.84
2/15/17,234.92,129.29,44.35,33.88
2/14/17,233.7,128.53,44.1,33.76
2/13/17,232.77,128.1,44.01,33.32
2/10/17,231.51,127.38,43.79,33.03
2/9/17,230.6,126.96,43.69,33.11
2/8/17,229.24,126.5,43.51,33.01
2/7/17,228.94,126.29,43.45,32.88
2/6/17,228.93,125.83,43.36,32.57
2/3/17,229.34,125.68,43.41,32.27
2/2/17,227.77,125.32,43.21,32.13
2/1/17,227.62,125.43,43.16,32.19
1/31/17,227.53,124.57,43.36,30.34
1/30/17,227.55,124.82,43.57,30.41
