Date,SPY,QQQ
2/13/18,266,159.69
2/12/18,265.34,158.87
2/9/18,261.5,156.1
2/8/18,257.63,153.45
2/7/18,267.67,160.21
2/6/18,269.13,162.31
2/5/18,263.93,158.12
2/2/18,275.45,164.61
2/1/18,281.58,167.96
1/31/18,281.9,169.4
1/30/18,281.76,168.7
1/29/18,284.68,170.1
1/26/18,286.58,170.93
1/25/18,283.3,168.35
1/24/18,283.18,168.41
1/23/18,283.29,169.51
1/22/18,282.69,168.12
1/19/18,280.41,166.34
1/18/18,279.14,165.82
1/17/18,279.61,165.79
1/16/18,276.97,164.02
1/12/18,277.92,164.49
1/11/18,276.12,163.29
1/10/18,274.12,162.18
1/9/18,274.54,162.56
1/8/18,273.92,162.55
1/5/18,273.42,161.92
1/4/18,271.61,160.31
1/3/18,270.47,160.03
1/2/18,268.77,158.49
12/29/17,266.86,155.76
12/28/17,267.87,156.73
12/27/17,267.32,156.54
12/26/17,267.19,156.52
12/22/17,267.51,157.37
12/21/17,267.58,157.55
12/20/17,267.03,157.53
12/19/17,267.17,157.7
12/18/17,268.2,158.64
12/15/17,266.51,157.65
12/14/17,265.66,155.88
12/13/17,266.75,155.99
12/12/17,266.78,155.69
12/11/17,266.31,155.9
12/8/17,265.51,154.7
12/7/17,264.07,154.02
12/6/17,263.24,153.5
12/5/17,263.19,152.81
12/4/17,264.14,152.71
12/1/17,264.46,154.49
11/30/17,265.01,155.15
11/29/17,262.71,153.86
11/28/17,262.87,156.59
11/27/17,260.23,156.19
11/24/17,260.36,156.26
11/22/17,259.76,155.69
11/21/17,259.99,155.5
11/20/17,258.3,153.83
11/17/17,257.86,153.95
11/16/17,258.62,154.54
11/15/17,256.44,152.59
11/14/17,257.73,153.31
11/13/17,258.33,153.87
11/10/17,258.09,153.68
11/9/17,258.17,153.69
11/8/17,259.11,154.5
11/7/17,258.67,153.88
11/6/17,258.85,153.79
11/3/17,258.45,153.27
11/2/17,257.59,151.81
11/1/17,257.49,152.1
10/31/17,257.15,152.15
10/30/17,256.75,151.58
10/27/17,257.71,151.24
10/26/17,255.62,146.96
10/25/17,255.29,147.43
10/24/17,256.56,147.99
10/23/17,256.11,147.74
10/20/17,257.11,148.71
10/19/17,255.79,148.31
10/18/17,255.72,148.86
10/17/17,255.47,149.04
10/16/17,255.29,148.85
10/13/17,254.95,148.34
10/12/17,254.64,147.77
10/11/17,255.02,148.04
10/10/17,254.62,147.6
10/9/17,253.95,147.49
10/6/17,254.37,147.66
10/5/17,254.66,147.46
10/4/17,253.16,146.03
10/3/17,252.86,145.89
10/2/17,252.32,145.58
9/29/17,251.23,145.45
9/28/17,250.35,144.41
9/27/17,250.05,144.46
9/26/17,249.08,143.17
9/25/17,248.93,142.8
9/22/17,249.44,144.32
9/21/17,249.39,144.46
9/20/17,250.06,145.35
9/19/17,249.97,145.8
9/18/17,249.72,145.55
9/15/17,249.19,146.06
9/14/17,250.09,145.56
9/13/17,250.17,146.42
9/12/17,250.05,146.22
9/11/17,249.21,145.87
9/8/17,246.58,144.21
9/7/17,246.87,145.47
9/6/17,246.9,145.13
9/5/17,246.06,144.69
9/1/17,247.84,146
8/31/17,247.49,146.2
8/30/17,246.01,144.65
8/29/17,244.85,142.97
8/28/17,244.57,142.41
8/25/17,244.56,141.97
8/24/17,243.99,142.27
8/23/17,244.56,142.69
8/22/17,245.44,143.2
8/21/17,242.9,141.05
8/18/17,242.71,141.23
8/17/17,243.09,141.33
8/16/17,246.94,144.28
8/15/17,246.51,144.03
8/14/17,246.54,143.93
8/11/17,244.12,142.1
8/10/17,243.76,141.03
8/9/17,247.25,144.12
8/8/17,247.26,144.31
8/7/17,247.87,144.56
8/4/17,247.41,143.65
8/3/17,246.96,143.39
8/2/17,247.44,143.95
8/1/17,247.32,143.56
7/31/17,246.77,143.23
7/28/17,246.91,143.84
7/27/17,247.2,143.96
7/26/17,247.43,144.87
7/25/17,247.42,144.4
7/24/17,246.82,144.77
7/21/17,246.88,144.11
7/20/17,247.1,144.17
7/19/17,246.99,143.98
7/18/17,245.66,143.14
7/17/17,245.53,142.19
7/14/17,245.56,142.12
7/13/17,244.42,141.01
7/12/17,244.01,140.7
7/11/17,242.19,139.05
7/10/17,242.37,138.66
7/7/17,242.11,137.76
7/6/17,240.55,136.29
7/5/17,242.77,137.53
7/3/17,242.21,136.19
6/30/17,241.8,137.64
6/29/17,241.35,137.59
6/28/17,243.49,140.02
6/27/17,241.33,138.03
6/26/17,243.29,140.58
6/23/17,243.13,141.24
6/22/17,242.84,140.7
6/21/17,242.95,140.74
6/20/17,243.01,139.36
6/19/17,244.66,140.46
6/16/17,242.64,138.15
6/15/17,243.77,139.13
6/14/17,244.24,139.75
6/13/17,244.55,140.36
6/12/17,243.36,139.23
6/9/17,243.41,139.98
6/8/17,243.78,143.57
6/7/17,243.66,143.42
6/6/17,243.21,142.86
6/5/17,243.99,143.43
6/2/17,244.17,143.46
6/1/17,243.36,141.84
5/31/17,241.44,141.29
5/30/17,241.5,141.34
5/26/17,241.71,141.22
5/25/17,241.76,140.97
5/24/17,240.61,139.78
5/23/17,240.05,139.14
5/22/17,239.52,139
5/19/17,238.31,137.84
5/18/17,236.77,137.26
5/17/17,235.82,136.07
5/16/17,240.08,139.62
5/15/17,240.3,139.04
5/12/17,238.98,138.6
5/11/17,239.38,138.29
5/10/17,239.87,138.4
5/9/17,239.44,138.32
5/8/17,239.66,137.84
5/5/17,239.7,137.54
5/4/17,238.76,137.04
5/3/17,238.48,136.99
5/2/17,238.77,137.43
5/1/17,238.68,137.2
4/28/17,238.08,135.99
4/27/17,238.6,135.75
4/26/17,238.4,134.94
4/25/17,238.55,135.13
4/24/17,237.17,134.16
4/21/17,234.59,132.56
4/20/17,235.34,132.59
4/19/17,233.44,131.49
4/18/17,233.87,131.28
4/17/17,234.57,131.48
4/13/17,232.51,130.4
4/12/17,234.03,130.92
4/11/17,235.06,131.45
4/10/17,235.34,132.02
4/7/17,235.2,131.97
4/6/17,235.44,132.04
4/5/17,234.78,131.97
4/4/17,235.48,132.51
4/3/17,235.33,132.3
3/31/17,235.74,132.38
3/30/17,236.29,132.47
3/29/17,235.54,132.25
3/28/17,235.32,131.64
3/27/17,233.62,130.84
3/24/17,233.86,130.63
3/23/17,234.03,130.36
3/22/17,234.28,130.69
3/21/17,233.73,129.81
3/20/17,236.77,131.81
3/17/17,237.03,131.69
3/16/17,238.48,132.01
3/15/17,238.95,132.1
3/14/17,236.9,131.29
3/13/17,237.81,131.61
3/10/17,237.69,131.39
3/9/17,236.86,130.84
3/8/17,236.56,130.74
3/7/17,237,130.51
3/6/17,237.71,130.73
3/3/17,238.42,131.02
3/2/17,238.27,130.78
3/1/17,239.78,131.44
2/28/17,236.47,130.02
2/27/17,237.11,130.42
2/24/17,236.74,130.26
2/23/17,236.44,130.01
2/22/17,236.28,130.5
2/21/17,236.49,130.45
2/17/17,235.09,129.81
2/16/17,234.72,129.25
2/15/17,234.92,129.29
2/14/17,233.7,128.53
2/13/17,232.77,128.1
2/10/17,231.51,127.38
2/9/17,230.6,126.96
2/8/17,229.24,126.5
2/7/17,228.94,126.29
2/6/17,228.93,125.83
2/3/17,229.34,125.68
2/2/17,227.77,125.32
2/1/17,227.62,125.43
1/31/17,227.53,124.57
1/30/17,227.55,124.82
