Date,Close/Last,,,,
11/2/18,$51.87 ,,,,
11/1/18,$55.56 ,,,,
10/31/18,$54.72 ,,,,
10/30/18,$53.33 ,,,,
10/29/18,$53.06 ,,,,
10/26/18,$54.08 ,,,,
10/25/18,$54.95 ,,,,
10/24/18,$53.77 ,,,,
10/23/18,$55.68 ,,,,
10/22/18,$55.16 ,,,,
10/19/18,$54.83 ,,,,
10/18/18,$54.01 ,,,,
10/17/18,$55.30 ,,,,
10/16/18,$55.54 ,,,,
10/15/18,$54.34 ,,,,
10/12/18,$55.53 ,,,,
10/11/18,$53.61 ,,,,
10/10/18,$54.09 ,,,,
10/9/18,$56.72 ,,,,
10/8/18,$55.94 ,,,,
10/5/18,$56.07 ,,,,
10/4/18,$57.00 ,,,,
10/3/18,$58.02 ,,,,
10/2/18,$57.32 ,,,,
10/1/18,$56.82 ,,,,
9/28/18,$56.44 ,,,,
9/27/18,$56.24 ,,,,
9/26/18,$55.11 ,,,,
9/25/18,$55.55 ,,,,
9/24/18,$55.20 ,,,,
9/21/18,$54.42 ,,,,
9/20/18,$55.01 ,,,,
9/19/18,$54.59 ,,,,
9/18/18,$54.56 ,,,,
9/17/18,$54.47 ,,,,
9/14/18,$55.96 ,,,,
9/13/18,$56.60 ,,,,
9/12/18,$55.27 ,,,,
9/11/18,$55.96 ,,,,
9/10/18,$54.58 ,,,,
9/7/18,$55.33 ,,,,
9/6/18,$55.78 ,,,,
9/5/18,$56.72 ,,,,
9/4/18,$57.09 ,,,,
8/31/18,$56.91 ,,,,
8/30/18,$56.26 ,,,,
8/29/18,$55.75 ,,,,
8/28/18,$54.93 ,,,,
8/27/18,$54.49 ,,,,
8/24/18,$54.04 ,,,,
8/23/18,$53.87 ,,,,
8/22/18,$53.76 ,,,,
8/21/18,$53.76 ,,,,
8/20/18,$53.87 ,,,,
8/17/18,$54.40 ,,,,
8/16/18,$53.33 ,,,,
8/15/18,$52.56 ,,,,
8/14/18,$52.44 ,,,,
8/13/18,$52.22 ,,,,
8/10/18,$51.88 ,,,,
8/9/18,$52.22 ,,,,
8/8/18,$51.81 ,,,,
8/7/18,$51.78 ,,,,
8/6/18,$52.27 ,,,,
8/3/18,$52.00 ,,,,
8/2/18,$51.85 ,,,,
8/1/18,$50.38 ,,,,
7/31/18,$47.57 ,,,,
7/30/18,$47.48 ,,,,
7/27/18,$47.75 ,,,,
7/26/18,$48.55 ,,,,
7/25/18,$48.71 ,,,,
7/24/18,$48.25 ,,,,
7/23/18,$47.90 ,,,,
7/20/18,$47.86 ,,,,
7/19/18,$47.97 ,,,,
7/18/18,$47.60 ,,,,
7/17/18,$47.86 ,,,,
7/16/18,$47.73 ,,,,
7/13/18,$47.83 ,,,,
7/12/18,$47.76 ,,,,
7/11/18,$46.97 ,,,,
7/10/18,$47.59 ,,,,
7/9/18,$47.65 ,,,,
7/6/18,$46.99 ,,,,
7/5/18,$46.35 ,,,,
7/3/18,$45.98 ,,,,
7/2/18,$46.80 ,,,,
6/29/18,$46.28 ,,,,
6/28/18,$46.38 ,,,,
6/27/18,$46.04 ,,,,
6/26/18,$46.11 ,,,,
6/25/18,$45.54 ,,,,
6/22/18,$46.23 ,,,,
6/21/18,$46.37 ,,,,
6/20/18,$46.63 ,,,,
6/19/18,$46.42 ,,,,
6/18/18,$47.19 ,,,,
6/15/18,$47.21 ,,,,
6/14/18,$47.70 ,,,,
6/13/18,$47.68 ,,,,
6/12/18,$48.07 ,,,,
6/11/18,$47.81 ,,,,
6/8/18,$47.93 ,,,,
6/7/18,$48.37 ,,,,
6/6/18,$48.50 ,,,,
6/5/18,$48.33 ,,,,
6/4/18,$47.96 ,,,,
6/1/18,$47.56 ,,,,
5/31/18,$46.72 ,,,,
5/30/18,$46.88 ,,,,
5/29/18,$46.98 ,,,,
5/25/18,$47.15 ,,,,
5/24/18,$47.04 ,,,,
5/23/18,$47.09 ,,,,
5/22/18,$46.79 ,,,,
5/21/18,$46.91 ,,,,
5/18/18,$46.58 ,,,,
5/17/18,$46.75 ,,,,
5/16/18,$47.05 ,,,,
5/15/18,$46.61 ,,,,
5/14/18,$47.04 ,,,,
5/11/18,$47.15 ,,,,
5/10/18,$47.51 ,,,,
5/9/18,$46.84 ,,,,
5/8/18,$46.51 ,,,,
5/7/18,$46.29 ,,,,
5/4/18,$45.96 ,,,,
5/3/18,$44.22 ,,,,
5/2/18,$44.14 ,,,,
5/1/18,$42.28 ,,,,
4/30/18,$41.32 ,,,,
4/27/18,$40.58 ,,,,
4/26/18,$41.06 ,,,,
4/25/18,$40.91 ,,,,
4/24/18,$40.74 ,,,,
4/23/18,$41.31 ,,,,
4/20/18,$41.43 ,,,,
4/19/18,$43.20 ,,,,
4/18/18,$44.46 ,,,,
4/17/18,$44.56 ,,,,
4/16/18,$43.96 ,,,,
4/13/18,$43.68 ,,,,
4/12/18,$43.54 ,,,,
4/11/18,$43.11 ,,,,
4/10/18,$43.31 ,,,,
4/9/18,$42.51 ,,,,
4/6/18,$42.10 ,,,,
4/5/18,$43.20 ,,,,
4/4/18,$42.90 ,,,,
4/3/18,$42.10 ,,,,
4/2/18,$41.67 ,,,,
3/29/18,$41.95 ,,,,
3/28/18,$41.62 ,,,,
3/27/18,$42.09 ,,,,
3/26/18,$43.19 ,,,,
3/23/18,$41.24 ,,,,
3/22/18,$42.21 ,,,,
3/21/18,$42.82 ,,,,
3/20/18,$43.81 ,,,,
3/19/18,$43.83 ,,,,
3/16/18,$44.51 ,,,,
3/15/18,$44.66 ,,,,
3/14/18,$44.61 ,,,,
3/13/18,$44.99 ,,,,
3/12/18,$45.43 ,,,,
3/9/18,$45.00 ,,,,
3/8/18,$44.24 ,,,,
3/7/18,$43.76 ,,,,
3/6/18,$44.17 ,,,,
3/5/18,$44.21 ,,,,
3/2/18,$44.05 ,,,,
3/1/18,$43.75 ,,,,
2/28/18,$44.53 ,,,,
2/27/18,$44.60 ,,,,
2/26/18,$44.74 ,,,,
2/23/18,$43.88 ,,,,
2/22/18,$43.13 ,,,,
2/21/18,$42.77 ,,,,
2/20/18,$42.96 ,,,,
2/16/18,$43.11 ,,,,
2/15/18,$43.25 ,,,,
2/14/18,$41.84 ,,,,
2/13/18,$41.09 ,,,,
2/12/18,$40.68 ,,,,
2/9/18,$39.10 ,,,,
2/8/18,$38.79 ,,,,
2/7/18,$39.89 ,,,,
2/6/18,$40.76 ,,,,
2/5/18,$39.12 ,,,,
2/2/18,$40.13 ,,,,
2/1/18,$41.95 ,,,,
1/31/18,$41.86 ,,,,
1/30/18,$41.74 ,,,,
1/29/18,$41.99 ,,,,
1/26/18,$42.88 ,,,,
1/25/18,$42.78 ,,,,
1/24/18,$43.56 ,,,,
1/23/18,$44.26 ,,,,
1/22/18,$44.25 ,,,,
1/19/18,$44.62 ,,,,
1/18/18,$44.82 ,,,,
1/17/18,$44.78 ,,,,
1/16/18,$44.05 ,,,,
1/12/18,$44.27 ,,,,
1/11/18,$43.82 ,,,,
1/10/18,$43.57 ,,,,
1/9/18,$43.58 ,,,,
1/8/18,$43.59 ,,,,
1/5/18,$43.75 ,,,,
1/4/18,$43.26 ,,,,
1/3/18,$43.06 ,,,,
1/2/18,$43.07 ,,,,
12/29/17,$42.31 ,,,,
12/28/17,$42.77 ,,,,
12/27/17,$42.65 ,,,,
12/26/17,$42.64 ,,,,
12/22/17,$43.75 ,,,,
12/21/17,$43.75 ,,,,
12/20/17,$43.59 ,,,,
12/19/17,$43.64 ,,,,
12/18/17,$44.11 ,,,,
12/15/17,$43.49 ,,,,
12/14/17,$43.06 ,,,,
12/13/17,$43.07 ,,,,
12/12/17,$42.93 ,,,,
12/11/17,$43.17 ,,,,
12/8/17,$42.34 ,,,,
12/7/17,$42.33 ,,,,
12/6/17,$42.25 ,,,,
12/5/17,$42.41 ,,,,
12/4/17,$42.45 ,,,,
12/1/17,$42.76 ,,,,
11/30/17,$42.96 ,,,,
11/29/17,$42.37 ,,,,
11/28/17,$43.27 ,,,,
11/27/17,$43.52 ,,,,
11/24/17,$43.74 ,,,,
11/22/17,$43.74 ,,,,
11/21/17,$43.29 ,,,,
11/20/17,$42.50 ,,,,
11/17/17,$42.54 ,,,,
11/16/17,$42.78 ,,,,
11/15/17,$42.27 ,,,,
11/14/17,$42.84 ,,,,
11/13/17,$43.49 ,,,,
11/10/17,$43.67 ,,,,
11/9/17,$43.97 ,,,,
11/8/17,$44.06 ,,,,
11/7/17,$43.70 ,,,,
11/6/17,$43.56 ,,,,
11/3/17,$43.13 ,,,,
11/2/17,$42.03 ,,,,
11/1/17,$41.72 ,,,,
10/31/17,$42.26 ,,,,
10/30/17,$41.68 ,,,,
10/27/17,$40.76 ,,,,
10/26/17,$39.35 ,,,,
10/25/17,$39.10 ,,,,
10/24/17,$39.28 ,,,,
10/23/17,$39.04 ,,,,
10/20/17,$39.06 ,,,,
10/19/17,$39.00 ,,,,
10/18/17,$39.94 ,,,,
10/17/17,$40.12 ,,,,
10/16/17,$39.97 ,,,,
10/13/17,$39.25 ,,,,
10/12/17,$39 ,,,,
10/11/17,$39.14 ,,,,
10/10/17,$38.98 ,,,,
10/9/17,$38.96 ,,,,
10/6/17,$38.83 ,,,,
10/5/17,$38.85 ,,,,
10/4/17,$38.37 ,,,,
10/3/17,$38.62 ,,,,
10/2/17,$38.45 ,,,,
9/29/17,$38.53 ,,,,
9/28/17,$38.32 ,,,,
9/27/17,$38.56 ,,,,
9/26/17,$38.29 ,,,,
9/25/17,$37.64 ,,,,
9/22/17,$37.97 ,,,,
9/21/17,$38.35 ,,,,
9/20/17,$39.02 ,,,,
9/19/17,$39.68 ,,,,
9/18/17,$39.67 ,,,,
9/15/17,$39.97 ,,,,
9/14/17,$39.57 ,,,,
9/13/17,$39.91 ,,,,
9/12/17,$40.22 ,,,,
9/11/17,$40.38 ,,,,
9/8/17,$39.66 ,,,,
9/7/17,$40.32 ,,,,
9/6/17,$40.48 ,,,,
9/5/17,$40.52 ,,,,
9/1/17,$41.01 ,,,,
8/31/17,$41 ,,,,
8/30/17,$40.84 ,,,,
8/29/17,$40.73 ,,,,
8/28/17,$40.37 ,,,,
8/25/17,$39.97 ,,,,
8/24/17,$39.82 ,,,,
8/23/17,$40.00 ,,,,
8/22/17,$39.95 ,,,,
8/21/17,$39.30 ,,,,
8/18/17,$39.38 ,,,,
8/17/17,$39.47 ,,,,
8/16/17,$40.24 ,,,,
8/15/17,$40.40 ,,,,
8/14/17,$39.96 ,,,,
8/11/17,$39.37 ,,,,
8/10/17,$38.83 ,,,,
8/9/17,$40.27 ,,,,
8/8/17,$40.02 ,,,,
8/7/17,$39.70 ,,,,
8/4/17,$39.10 ,,,,
8/3/17,$38.89 ,,,,
8/2/17,$39.29 ,,,,
8/1/17,$37.51 ,,,,
7/31/17,$37.18 ,,,,
7/28/17,$37.38 ,,,,
7/27/17,$37.64 ,,,,
7/26/17,$38.37 ,,,,
7/25/17,$38.19 ,,,,
7/24/17,$38.02 ,,,,
7/21/17,$37.57 ,,,,
7/20/17,$37.59 ,,,,
7/19/17,$37.76 ,,,,
7/18/17,$37.52 ,,,,
7/17/17,$37.39 ,,,,
7/14/17,$37.26 ,,,,
7/13/17,$36.94 ,,,,
7/12/17,$36.44 ,,,,
7/11/17,$36.38 ,,,,
7/10/17,$36.27 ,,,,
7/7/17,$36.05 ,,,,
7/6/17,$35.68 ,,,,
7/5/17,$36.02 ,,,,
7/3/17,$35.88 ,,,,
6/30/17,$36.01 ,,,,
6/29/17,$35.92 ,,,,
6/28/17,$36.46 ,,,,
6/27/17,$35.93 ,,,,
6/26/17,$36.46 ,,,,
6/23/17,$36.57 ,,,,
6/22/17,$36.41 ,,,,
6/21/17,$36.47 ,,,,
6/20/17,$36.25 ,,,,
6/19/17,$36.59 ,,,,
6/16/17,$35.57 ,,,,
6/15/17,$36.07 ,,,,
6/14/17,$36.29 ,,,,
6/13/17,$36.65 ,,,,
6/12/17,$36.36 ,,,,
6/9/17,$37.25 ,,,,
6/8/17,$38.75 ,,,,
6/7/17,$38.84 ,,,,
6/6/17,$38.61 ,,,,
6/5/17,$38.48 ,,,,
6/2/17,$38.86 ,,,,
6/1/17,$38.30 ,,,,
5/31/17,$38.19 ,,,,
5/30/17,$38.42 ,,,,
5/26/17,$38.40 ,,,,
5/25/17,$38.47 ,,,,
5/24/17,$38.34 ,,,,
5/23/17,$38.45 ,,,,
5/22/17,$38.50 ,,,,
5/19/17,$38.27 ,,,,
5/18/17,$38.14 ,,,,
5/17/17,$37.56 ,,,,
5/16/17,$38.87 ,,,,
5/15/17,$38.93 ,,,,
5/12/17,$39.03 ,,,,
5/11/17,$38.49 ,,,,
5/10/17,$38.32 ,,,,
5/9/17,$38.50 ,,,,
5/8/17,$38.25 ,,,,
5/5/17,$37.24 ,,,,
5/4/17,$36.63 ,,,,
5/3/17,$36.77 ,,,,
5/2/17,$36.88 ,,,,
5/1/17,$36.65 ,,,,
4/28/17,$35.91 ,,,,
4/27/17,$35.95 ,,,,
4/26/17,$35.92 ,,,,
4/25/17,$36.13 ,,,,
4/24/17,$35.91 ,,,,
4/21/17,$35.57 ,,,,
4/20/17,$35.61 ,,,,
4/19/17,$35.17 ,,,,
4/18/17,$35.30 ,,,,
4/17/17,$35.46 ,,,,
4/13/17,$35.26 ,,,,
4/12/17,$35.45 ,,,,
4/11/17,$35.41 ,,,,
4/10/17,$35.79 ,,,,
4/7/17,$35.84 ,,,,
4/6/17,$35.92 ,,,,
4/5/17,$36.01 ,,,,
4/4/17,$36.19 ,,,,
4/3/17,$35.93 ,,,,
3/31/17,$35.92 ,,,,
3/30/17,$35.98 ,,,,
3/29/17,$36.03 ,,,,
3/28/17,$35.95 ,,,,
3/27/17,$35.22 ,,,,
3/24/17,$35.16 ,,,,
3/23/17,$35.23 ,,,,
3/22/17,$35.36 ,,,,
3/21/17,$34.96 ,,,,
3/20/17,$35.37 ,,,,
3/17/17,$35.00 ,,,,
3/16/17,$35.17 ,,,,
3/15/17,$35.12 ,,,,
3/14/17,$34.75 ,,,,
3/13/17,$34.80 ,,,,
3/10/17,$34.79 ,,,,
3/9/17,$34.67 ,,,,
3/8/17,$34.75 ,,,,
3/7/17,$34.88 ,,,,
3/6/17,$34.84 ,,,,
3/3/17,$34.95 ,,,,
3/2/17,$34.74 ,,,,
3/1/17,$34.95 ,,,,
2/28/17,$34.25 ,,,,
2/27/17,$34.23 ,,,,
2/24/17,$34.17 ,,,,
2/23/17,$34.13 ,,,,
2/22/17,$34.28 ,,,,
2/21/17,$34.18 ,,,,
2/17/17,$33.93 ,,,,
2/16/17,$33.84 ,,,,
2/15/17,$33.88 ,,,,
2/14/17,$33.76 ,,,,
2/13/17,$33.32 ,,,,
2/10/17,$33.03 ,,,,
2/9/17,$33.11 ,,,,
2/8/17,$33.01 ,,,,
2/7/17,$32.88 ,,,,
2/6/17,$32.57 ,,,,
2/3/17,$32.27 ,,,,
2/2/17,$32.13 ,,,,
2/1/17,$32.19 ,,,,
1/31/17,$30.34 ,,,,
1/30/17,$30.41 ,,,,
