Date,Close/Last,Volume,Open,High,Low
08/06/2019,287.8,120711700,285.91,288.04,284.28
08/05/2019,283.82,178745400,288.09,288.21,281.72
08/02/2019,292.62,116749700,293.85,294.12,290.9
08/01/2019,294.84,142646600,297.6,300.87,293.96
07/31/2019,297.43,104245200,300.99,301.2,295.2
07/30/2019,300.72,45849050,299.91,301.17,299.49
07/29/2019,301.46,38126460,301.88,301.93,300.85
07/26/2019,302.01,45084080,300.76,302.23,300.62
07/25/2019,300,55394090,300.94,301,299.11
07/24/2019,301.44,47213230,299.19,301.44,299.09
07/23/2019,300.03,44657970,299.14,300.03,298.22
07/22/2019,297.9,43687400,297.61,298.5,297.04
07/19/2019,297.17,71081240,300.04,300.07,296.96
07/18/2019,298.83,51701690,297.19,299.25,296.7
07/17/2019,297.74,44102440,299.75,299.93,297.74
07/16/2019,299.71,40567960,300.65,300.88,299.44
07/15/2019,300.75,33910260,301.13,301.13,300.19
07/12/2019,300.65,40354410,299.85,300.73,299.51
07/11/2019,299.31,50889480,299.32,299.58,298.2
07/10/2019,298.61,58595560,298.37,299.66,297.78
07/09/2019,297.19,41101280,295.54,297.52,295.48
07/08/2019,296.82,45841770,297.01,298.2579,296.22
07/05/2019,298.46,51677330,297.44,298.64,296.01
07/03/2019,298.8,40898900,297.18,298.82,297.02
07/02/2019,296.43,61504540,295.61,296.49,294.68
07/01/2019,295.66,79107470,296.68,296.92,294.33
06/28/2019,293,59350930,292.58,293.55,292.01
06/27/2019,291.5,40355240,291.31,292.06,290.89
06/26/2019,290.47,51584900,291.75,292.31,290.345
06/25/2019,290.76,82028660,293.7,293.73,290.64
06/24/2019,293.64,47582730,294.23,294.58,293.47
06/21/2019,294,83309470,294.13,295.52,293.76
06/20/2019,295.86,116570000,296.04,296.3093,293.1255
06/19/2019,293.06,78674380,292.55,293.65,291.47
06/18/2019,292.4,85434820,291.39,293.57,290.99
06/17/2019,289.37,39205710,289.52,290.22,289.18
06/14/2019,289.26,52324720,289.26,289.93,288.41
06/13/2019,289.58,48945160,289.4,289.98,288.62
06/12/2019,288.39,47096310,288.64,289.26,287.815
06/11/2019,288.9,58641330,290.99,291.4,288.1805
06/10/2019,288.97,60799050,289.37,290.82,288.8734
06/07/2019,287.65,74272200,285.93,288.85,285.74
06/06/2019,284.8,69430380,283.29,285.55,282.57
06/05/2019,282.96,71169720,282.33,282.99,280.32
06/04/2019,280.53,77231890,277.12,280.68,276.62
06/03/2019,274.57,96427950,275.31,276.5521,273.09
05/31/2019,275.27,86862780,276.2,277.12,275.24
05/30/2019,279.03,62523780,279.11,280.04,277.805
05/29/2019,278.27,104972900,278.91,279.36,276.71
05/28/2019,280.15,70029360,283.09,284.15,280.13
05/24/2019,282.78,55268100,283.74,284.2,282.09
05/23/2019,282.14,98733850,283.16,283.21,280.57
05/22/2019,285.63,49482470,285.45,286.69,285.1
05/21/2019,286.51,46847090,285.83,286.93,285.55
05/20/2019,283.95,62877610,284.06,285.43,283.12
05/17/2019,285.84,100353000,285.14,288.6,285.1207
05/16/2019,287.7,76749640,285.84,289.21,285.76
05/15/2019,285.06,73956410,281.59,285.77,281.36
05/14/2019,283.4,77003230,281.99,285.1,281.85
05/13/2019,280.86,127290500,282.42,283.49,279.93
05/10/2019,288.1,112429300,285.62,288.94,282.3
05/09/2019,286.66,103471100,285.23,287.33,283.3
05/08/2019,287.53,91568290,287.53,289.43,286.87
05/07/2019,287.93,144729900,290.15,290.81,285.81
05/06/2019,292.82,107198100,289.25,293.31,288.9
05/03/2019,294.03,56543650,292.82,294.34,291.2998
05/02/2019,291.18,65030170,291.68,292.7,289.52
05/01/2019,291.81,71671870,294.72,294.95,291.8
04/30/2019,294.02,78594690,293.49,294.34,291.92
04/29/2019,293.87,57043380,293.51,294.45,293.41
04/26/2019,293.41,50868100,292.1,293.49,291.2401
04/25/2019,292.05,57578550,292.12,292.78,290.73
04/24/2019,292.23,49470960,292.79,293.16,292.07
04/23/2019,292.88,52136160,290.68,293.14,290.42
04/22/2019,290.27,39992680,289.17,290.435,289.07
04/18/2019,290.02,68662280,290.1,290.32,288.66
04/17/2019,289.45,58028490,291.4,291.425,288.99
04/16/2019,290.16,52066270,290.95,291.01,289.5
04/15/2019,289.97,49795630,290.24,290.35,289.075
04/12/2019,290.16,69638530,290,290.47,288.261
04/11/2019,288.21,54940520,288.83,288.84,287.578
04/10/2019,288.29,52463390,287.77,288.3899,287.31
04/09/2019,287.31,66072820,287.72,288.08,286.7
04/08/2019,288.79,53462150,288.1,288.91,287.37
04/05/2019,288.57,58454610,287.92,288.63,287.6
04/04/2019,287.18,48868830,286.78,287.459,286.01
04/03/2019,286.42,68027480,287.32,287.76,285.75
04/02/2019,285.97,39939210,286.04,286.23,285.09
04/01/2019,285.83,77289510,284.7,286.16,284.4
03/29/2019,282.48,81882480,282.39,282.84,281.14
03/28/2019,280.71,55987830,280.35,281.21,279.07
03/27/2019,279.65,72092750,281.11,281.76,277.93
03/26/2019,281.12,67884060,280.99,282.18,279.56
03/25/2019,279.04,84898680,278.87,280.1853,277.64
03/22/2019,279.25,122400900,283.22,283.8034,279.18
03/21/2019,284.73,79394020,280.64,285.18,280.59
03/20/2019,281.55,84349430,282.16,283.5,280.32
03/19/2019,282.4,90060530,283.51,284.36,281.41
03/18/2019,282.33,61813150,281.55,282.66,281.3
03/15/2019,281.31,80558110,280.54,282.21,280.33
